1.18,1 
1.25,1 
1.50,1 
1.60,1 
1.61,1 
1.63,1 
1.66,1 
1.82,1 
1.98,1 
2.02,1 
2.42,1 
2.47,1 
2.48,1 
2.64,1 
2.65,1 
2.68,1 
2.79,1 
2.81,2 
2.85,1 
2.87,1 
2.95,1 
2.97,1 
2.99,1 
3.12,2 
3.32,1 
3.37,1 
3.39,1 
3.42,1 
3.44,1 
3.48,1 
3.73,1 
3.78,1 
3.89,1 
3.90,1 
3.93,1 
3.96,1 
4.02,2 
4.06,2 
4.09,1 
4.11,1 
4.12,2 
4.13,1 
4.23,1 
4.24,1 
4.25,3 
4.39,1 
4.44,2 
4.50,1 
4.51,1 
4.61,1 
4.70,1 
4.72,1 
4.74,1 
4.75,1 
4.80,1 
4.94,1 
4.96,3 
4.99,1 
5.06,1 
5.08,3 
5.11,1 
5.12,1 
5.16,1 
5.17,2 
5.20,4 
5.21,1 
5.24,1 
5.31,1 
5.32,1 
5.36,1 
5.37,1 
5.38,1 
5.46,1 
5.54,1 
5.55,1 
5.56,2 
5.58,1 
5.60,2 
5.61,1 
5.63,1 
5.73,2 
5.74,1 
5.81,1 
5.83,1 
5.85,1 
5.86,1 
5.88,2 
5.93,1 
5.98,1 
6.00,1 
6.03,1 
6.11,1 
6.15,1 
6.18,1 
6.27,1 
6.29,1 
6.30,1 
6.34,2 
6.35,1 
6.37,1 
6.39,1 
6.41,1 
6.42,1 
6.44,1 
6.45,1 
6.46,1 
6.48,1 
6.51,2 
6.54,1 
6.55,2 
6.60,2 
6.64,1 
6.68,1 
6.69,2 
6.70,1 
6.74,1 
6.78,1 
6.79,4 
6.85,1 
6.86,2 
6.87,3 
6.89,1 
6.92,1 
6.94,1 
6.97,1 
6.99,1 
7.01,1 
7.04,1 
7.05,2 
7.06,1 
7.10,1 
7.21,2 
7.26,1 
7.28,1 
7.34,1 
7.35,1 
7.36,1 
7.38,1 
7.40,1 
7.41,2 
7.43,1 
7.44,1 
7.46,1 
7.54,1 
7.55,1 
7.56,1 
7.59,2 
7.61,1 
7.73,1 
7.74,1 
7.76,1 
7.78,1 
7.79,1 
7.80,2 
7.81,1 
7.84,1 
7.88,1 
7.89,1 
7.90,1 
7.91,2 
7.94,1 
7.95,1 
7.96,1 
8.00,1 
8.01,1 
8.05,2 
8.09,1 
8.13,1 
8.16,2 
8.19,1 
8.20,2 
8.23,1 
8.24,1 
8.26,1 
8.27,1 
8.28,1 
8.30,1 
8.38,2 
8.40,2 
8.42,3 
8.43,2 
8.44,2 
8.45,1 
8.50,1 
8.51,1 
8.55,1 
8.56,1 
8.62,1 
8.64,2 
8.65,1 
8.68,2 
8.71,1 
8.74,1 
8.75,1 
8.77,2 
8.79,1 
8.80,2 
8.81,2 
8.85,1 
8.86,1 
8.87,1 
8.90,2 
8.91,2 
8.93,1 
8.98,1 
9.01,1 
9.04,1 
9.06,1 
9.10,1 
9.15,1 
9.16,1 
9.17,1 
9.18,2 
9.21,3 
9.23,1 
9.28,1 
9.29,1 
9.35,1 
9.37,1 
9.39,2 
9.41,1 
9.44,1 
9.46,2 
9.47,1 
9.49,3 
9.50,1 
9.53,1 
9.56,3 
9.57,2 
9.58,2 
9.59,1 
9.62,2 
9.63,2 
9.64,2 
9.66,1 
9.69,1 
9.70,2 
9.72,1 
9.74,1 
9.75,1 
9.78,1 
9.80,1 
9.83,1 
9.84,2 
9.85,1 
9.87,2 
9.88,1 
9.93,1 
9.95,2 
9.98,1 
9.99,1 
10.01,1 
10.02,1 
10.03,1 
10.05,1 
10.07,1 
10.09,2 
10.11,1 
10.13,1 
10.14,2 
10.17,3 
10.18,1 
10.21,2 
10.24,2 
10.25,1 
10.26,1 
10.27,1 
10.28,2 
10.31,1 
10.35,1 
10.36,1 
10.39,1 
10.42,2 
10.43,2 
10.46,2 
10.50,1 
10.54,2 
10.55,1 
10.58,1 
10.59,1 
10.61,1 
10.62,1 
10.63,1 
10.64,1 
10.66,1 
10.73,1 
10.74,1 
10.75,2 
10.77,1 
10.79,2 
10.80,2 
10.84,1 
10.85,1 
10.86,1 
10.87,2 
10.88,2 
10.89,1 
10.90,1 
10.92,1 
10.94,2 
10.95,2 
10.96,1 
10.97,2 
11.01,1 
11.03,1 
11.04,2 
11.07,1 
11.08,3 
11.09,1 
11.10,1 
11.11,1 
11.13,3 
11.14,3 
11.16,1 
11.18,2 
11.19,2 
11.20,1 
11.21,1 
11.22,1 
11.26,1 
11.27,2 
11.29,2 
11.30,1 
11.33,1 
11.34,2 
11.38,1 
11.41,2 
11.44,1 
11.45,1 
11.48,1 
11.49,1 
11.52,3 
11.54,2 
11.57,1 
11.63,2 
11.66,1 
11.69,1 
11.72,1 
11.73,1 
11.74,3 
11.75,2 
11.76,2 
11.77,1 
11.78,1 
11.79,1 
11.80,1 
11.83,1 
11.84,1 
11.85,1 
11.89,4 
11.93,1 
11.94,1 
11.95,2 
11.96,1 
11.97,1 
11.99,2 
12.01,1 
12.02,2 
12.03,2 
12.04,3 
12.07,2 
12.11,1 
12.12,1 
12.17,1 
12.18,1 
12.19,1 
12.21,4 
12.26,2 
12.27,1 
12.30,1 
12.31,1 
12.34,2 
12.35,2 
12.36,1 
12.39,1 
12.40,2 
12.41,1 
12.45,2 
12.48,1 
12.49,1 
12.50,1 
12.51,2 
12.52,1 
12.56,1 
12.57,1 
12.61,1 
12.64,1 
12.65,1 
12.68,2 
12.71,2 
12.72,1 
12.74,1 
12.76,1 
12.77,3 
12.79,2 
12.83,1 
12.87,1 
12.88,1 
12.91,3 
12.93,2 
12.94,1 
12.96,1 
12.97,2 
12.98,2 
12.99,1 
13.00,3 
13.01,1 
13.03,1 
13.04,2 
13.05,1 
13.06,1 
13.07,1 
13.08,1 
13.12,1 
13.13,1 
13.14,1 
13.15,3 
13.16,2 
13.17,1 
13.18,2 
13.19,2 
13.20,3 
13.21,2 
13.23,2 
13.24,1 
13.25,2 
13.26,2 
13.27,1 
13.29,2 
13.30,1 
13.31,1 
13.32,1 
13.33,1 
13.34,3 
13.38,1 
13.39,1 
13.40,2 
13.42,1 
13.43,2 
13.44,1 
13.45,2 
13.46,1 
13.48,1 
13.49,1 
13.50,2 
13.51,1 
13.52,1 
13.54,1 
13.55,1 
13.56,1 
13.59,2 
13.63,1 
13.64,1 
13.65,1 
13.66,1 
13.69,2 
13.70,1 
13.71,1 
13.72,1 
13.73,1 
13.74,1 
13.75,2 
13.76,3 
13.78,1 
13.79,2 
13.80,2 
13.81,1 
13.83,1 
13.84,1 
13.85,3 
13.86,1 
13.87,1 
13.88,2 
13.89,2 
13.91,1 
13.93,1 
13.94,2 
13.95,2 
13.98,2 
14.00,1 
14.01,2 
14.02,1 
14.03,1 
14.06,2 
14.07,1 
14.08,1 
14.09,2 
14.10,1 
14.11,2 
14.14,1 
14.15,1 
14.16,1 
14.17,2 
14.20,1 
14.23,2 
14.24,1 
14.26,4 
14.27,1 
14.28,1 
14.29,1 
14.30,3 
14.33,1 
14.34,1 
14.35,3 
14.36,1 
14.37,1 
14.38,2 
14.39,1 
14.42,1 
14.44,1 
14.48,2 
14.50,1 
14.51,1 
14.52,1 
14.54,1 
14.55,3 
14.57,2 
14.58,1 
14.59,1 
14.60,1 
14.61,1 
14.62,1 
14.65,2 
14.67,2 
14.68,1 
14.69,1 
14.71,1 
14.72,1 
14.73,1 
14.74,1 
14.77,3 
14.80,1 
14.82,1 
14.83,1 
14.84,3 
14.85,2 
14.87,2 
14.89,3 
14.90,1 
14.91,1 
14.92,2 
14.93,1 
14.94,3 
14.95,1 
14.96,3 
15.00,1 
15.03,1 
15.04,5 
15.06,1 
15.07,1 
15.10,2 
15.12,1 
15.13,2 
15.14,5 
15.16,2 
15.17,1 
15.19,1 
15.20,3 
15.21,3 
15.23,1 
15.26,3 
15.28,1 
15.29,1 
15.31,1 
15.33,1 
15.34,1 
15.36,1 
15.37,1 
15.38,1 
15.39,1 
15.40,1 
15.44,1 
15.46,1 
15.47,1 
15.48,1 
15.50,1 
15.52,1 
15.53,1 
15.54,4 
15.55,4 
15.56,3 
15.57,2 
15.58,1 
15.60,1 
15.61,2 
15.62,1 
15.66,2 
15.67,4 
15.68,1 
15.69,1 
15.71,1 
15.72,2 
15.73,2 
15.74,1 
15.78,1 
15.80,2 
15.82,1 
15.83,1 
15.86,1 
15.88,2 
15.90,1 
15.91,3 
15.93,1 
15.94,1 
15.95,2 
15.96,1 
15.97,2 
15.98,1 
16.01,2 
16.02,2 
16.04,2 
16.06,1 
16.07,1 
16.08,3 
16.10,1 
16.15,1 
16.16,1 
16.17,2 
16.18,2 
16.19,1 
16.20,1 
16.23,1 
16.24,1 
16.26,1 
16.27,1 
16.29,1 
16.32,1 
16.34,2 
16.35,3 
16.36,1 
16.37,2 
16.38,1 
16.39,1 
16.41,3 
16.42,2 
16.43,2 
16.44,2 
16.45,5 
16.46,2 
16.49,1 
16.51,1 
16.53,1 
16.54,1 
16.55,1 
16.56,1 
16.57,1 
16.58,1 
16.59,2 
16.61,1 
16.62,1 
16.64,2 
16.65,1 
16.67,2 
16.69,2 
16.70,1 
16.71,1 
16.73,1 
16.74,1 
16.75,1 
16.77,1 
16.78,1 
16.79,1 
16.80,2 
16.81,2 
16.82,2 
16.83,2 
16.88,2 
16.90,1 
16.91,2 
16.93,1 
16.95,3 
16.97,1 
16.98,2 
17.00,1 
17.01,1 
17.02,4 
17.03,1 
17.04,1 
17.05,1 
17.06,1 
17.07,1 
17.09,1 
17.10,1 
17.12,2 
17.13,1 
17.14,1 
17.15,1 
17.16,2 
17.17,1 
17.18,1 
17.19,2 
17.21,1 
17.22,4 
17.23,1 
17.24,1 
17.26,2 
17.27,1 
17.29,1 
17.31,3 
17.32,1 
17.33,1 
17.38,1 
17.39,1 
17.41,1 
17.42,1 
17.44,1 
17.46,1 
17.52,3 
17.54,2 
17.55,1 
17.58,1 
17.59,1 
17.62,2 
17.64,1 
17.65,1 
17.67,1 
17.69,2 
17.71,2 
17.73,1 
17.76,2 
17.77,3 
17.78,1 
17.79,1 
17.83,1 
17.84,1 
17.86,1 
17.87,2 
17.88,3 
17.91,1 
17.92,3 
17.94,1 
17.95,2 
17.96,1 
17.98,1 
17.99,1 
18.01,1 
18.06,1 
18.09,1 
18.15,1 
18.16,1 
18.18,2 
18.19,1 
18.20,3 
18.24,1 
18.25,1 
18.26,1 
18.28,1 
18.30,1 
18.32,1 
18.33,1 
18.34,1 
18.36,1 
18.38,1 
18.40,1 
18.41,1 
18.45,1 
18.47,1 
18.48,1 
18.49,1 
18.51,1 
18.52,2 
18.57,2 
18.58,3 
18.59,1 
18.65,1 
18.66,1 
18.69,1 
18.70,1 
18.71,1 
18.77,4 
18.82,2 
18.83,1 
18.85,1 
18.87,1 
18.90,1 
18.93,1 
18.98,1 
19.00,1 
19.03,1 
19.04,2 
19.09,1 
19.15,1 
19.17,1 
19.19,1 
19.25,1 
19.27,2 
19.28,1 
19.29,1 
19.30,1 
19.31,2 
19.35,1 
19.36,1 
19.37,2 
19.40,1 
19.41,1 
19.44,1 
19.46,1 
19.48,1 
19.50,1 
19.53,2 
19.54,1 
19.55,1 
19.58,2 
19.62,2 
19.64,1 
19.68,1 
19.69,1 
19.71,1 
19.79,1 
19.83,1 
19.84,1 
19.85,1 
19.87,1 
19.89,2 
19.96,2 
19.98,1 
20.02,1 
20.05,1 
20.09,1 
20.14,1 
20.28,1 
20.31,1 
20.33,1 
20.34,1 
20.38,1 
20.45,1 
20.46,1 
20.50,1 
20.53,1 
20.58,1 
20.59,1 
20.65,2 
20.70,1 
20.72,1 
20.76,1 
20.78,1 
20.81,1 
20.83,1 
20.85,4 
20.88,1 
20.92,1 
20.93,2 
20.94,1 
20.97,1 
20.98,1 
21.16,1 
21.22,1 
21.23,3 
21.29,1 
21.37,2 
21.38,1 
21.59,1 
21.75,1 
21.79,2 
21.90,1 
21.95,1 
22.09,1 
22.13,1 
22.44,1 
22.53,1 
22.56,1 
22.60,1 
22.65,1 
22.69,1 
22.77,1 
22.80,1 
23.02,1 
23.13,1 
23.19,2 
23.23,1 
23.26,1 
23.33,1 
23.36,1 
23.37,1 
23.44,1 
23.57,1 
23.59,1 
23.60,1 
23.98,1 
24.08,1 
24.69,1 
24.70,1 
24.72,1 
24.91,1 
24.95,1 
25.11,1 
26.64,1 
